N,P,K,temperature,humidity,ph,rainfall,soil_type,category,growth_duration_days,water_requirement,sunlight_hours,label
35,26,17,29.32,53.16,7.72,51.89,Loamy,Oilseed,82,Low,7.8,Sesame
39,31,23,29.15,61.49,6.41,32.91,Red,Oilseed,88,Low,8.7,Sesame
31,31,22,30.1,61.54,6.51,56.67,Sandy,Oilseed,79,Low,7.6,Sesame
50,31,26,31.88,49.36,7.01,53.39,Sandy,Oilseed,79,Low,9.4,Sesame
46,24,25,28.42,59.09,5.89,76.82,Sandy,Oilseed,84,Low,8.9,Sesame
46,29,24,27.74,47.57,6.74,46.92,Sandy,Oilseed,82,Low,8.2,Sesame
42,26,24,31.25,53.24,6.08,47.81,Loamy,Oilseed,86,Low,9.1,Sesame
36,27,22,27.39,54.03,6.9,56.41,Sandy,Oilseed,84,Low,7.7,Sesame
43,30,25,25.79,51.02,6.0,51.86,Loamy,Oilseed,83,Low,8.2,Sesame
32,34,24,29.22,48.32,5.77,43.75,Red,Oilseed,83,Low,8.7,Sesame
38,27,20,29.12,48.02,7.26,49.2,Red,Oilseed,87,Low,8.4,Sesame
41,26,21,29.04,54.85,5.63,44.01,Sandy,Oilseed,92,Low,8.8,Sesame
47,27,23,31.42,55.12,6.55,37.9,Loamy,Oilseed,89,Low,10.0,Sesame
32,35,23,28.17,53.35,6.0,47.7,Red,Oilseed,78,Low,8.8,Sesame
51,27,24,28.7,56.93,6.8,55.36,Red,Oilseed,82,Low,8.8,Sesame
23,32,21,28.18,55.73,5.83,56.72,Red,Oilseed,84,Low,9.4,Sesame
35,22,24,30.47,55.35,6.03,35.0,Red,Oilseed,83,Low,8.8,Sesame
42,36,23,24.39,57.98,6.7,50.26,Sandy,Oilseed,88,Low,9.3,Sesame
39,34,26,27.36,50.83,6.91,42.33,Sandy,Oilseed,88,Low,8.6,Sesame
41,35,26,29.18,51.59,6.53,50.5,Sandy,Oilseed,90,Low,8.1,Sesame
36,35,23,29.54,49.04,5.76,49.59,Red,Oilseed,89,Low,8.5,Sesame
32,30,22,22.45,51.6,6.86,57.42,Sandy,Oilseed,92,Low,8.9,Sesame
44,24,29,32.17,50.16,6.94,52.65,Red,Oilseed,91,Low,8.4,Sesame
36,28,27,24.2,37.01,7.05,50.2,Sandy,Oilseed,85,Low,7.7,Sesame
31,27,26,27.54,56.5,6.12,43.85,Sandy,Oilseed,87,Low,8.3,Sesame
38,27,22,29.89,54.42,6.71,43.07,Loamy,Oilseed,84,Low,9.5,Sesame
32,37,25,28.55,56.77,5.57,59.04,Loamy,Oilseed,92,Low,9.2,Sesame
29,33,29,32.86,44.96,7.11,62.36,Red,Oilseed,85,Low,7.6,Sesame
44,34,24,26.02,56.91,6.22,51.18,Red,Oilseed,91,Low,7.5,Sesame
44,29,24,30.29,48.14,6.01,33.73,Red,Oilseed,90,Low,8.3,Sesame
42,28,21,30.63,53.64,6.48,50.42,Loamy,Oilseed,80,Low,9.1,Sesame
46,33,23,29.15,59.84,7.24,63.95,Sandy,Oilseed,81,Low,8.0,Sesame
40,31,24,28.03,58.34,6.55,38.28,Loamy,Oilseed,80,Low,8.6,Sesame
55,26,24,35.01,49.58,6.83,63.01,Sandy,Oilseed,80,Low,8.3,Sesame
37,23,29,27.54,47.62,6.38,55.43,Red,Oilseed,85,Low,8.0,Sesame
42,33,24,28.41,57.08,6.51,60.87,Loamy,Oilseed,81,Low,8.0,Sesame
35,29,25,25.69,52.48,6.88,36.28,Red,Oilseed,82,Low,8.8,Sesame
34,28,28,33.49,54.2,6.52,43.99,Sandy,Oilseed,88,Low,9.2,Sesame
34,33,23,26.85,51.23,7.1,50.48,Sandy,Oilseed,86,Low,8.7,Sesame
42,29,26,27.35,55.26,7.03,53.59,Loamy,Oilseed,88,Low,8.8,Sesame
45,20,27,33.94,48.89,6.23,58.29,Loamy,Oilseed,81,Low,8.1,Sesame
40,26,27,27.02,53.8,6.74,61.31,Loamy,Oilseed,89,Low,8.2,Sesame
33,33,23,28.16,46.7,6.94,42.83,Red,Oilseed,84,Low,8.5,Sesame
40,32,24,27.15,42.7,6.65,46.74,Sandy,Oilseed,81,Low,8.5,Sesame
44,34,20,28.1,56.81,7.4,41.46,Loamy,Oilseed,90,Low,7.7,Sesame
45,28,29,27.84,50.45,6.53,35.7,Red,Oilseed,77,Low,8.8,Sesame
44,32,21,30.2,47.05,6.8,57.05,Red,Oilseed,86,Low,9.4,Sesame
39,29,25,25.64,49.99,6.44,45.73,Red,Oilseed,86,Low,7.6,Sesame
34,34,18,30.54,50.13,6.68,60.46,Sandy,Oilseed,84,Low,8.9,Sesame
40,29,24,30.75,48.34,6.03,48.6,Loamy,Oilseed,85,Low,7.4,Sesame
39,25,26,24.49,61.63,6.43,41.08,Loamy,Oilseed,83,Low,8.8,Sesame
44,28,20,25.97,53.43,7.09,56.94,Red,Oilseed,85,Low,9.1,Sesame
49,34,27,26.98,56.81,6.83,53.21,Loamy,Oilseed,90,Low,8.7,Sesame
39,25,24,29.53,53.39,6.72,55.68,Sandy,Oilseed,88,Low,8.5,Sesame
35,31,31,29.8,50.52,6.87,52.77,Loamy,Oilseed,87,Low,9.3,Sesame
41,35,25,32.78,58.03,7.06,54.31,Red,Oilseed,94,Low,9.1,Sesame
35,30,24,34.16,58.26,7.62,41.92,Sandy,Oilseed,89,Low,7.7,Sesame
32,28,29,26.52,51.92,7.19,54.77,Loamy,Oilseed,94,Low,8.5,Sesame
37,25,23,26.24,43.02,7.58,48.39,Sandy,Oilseed,96,Low,8.0,Sesame
37,26,23,31.18,54.83,7.04,58.74,Loamy,Oilseed,89,Low,7.9,Sesame
37,30,36,30.93,52.53,6.94,43.18,Sandy,Oilseed,86,Low,9.1,Sesame
39,26,24,28.2,45.21,6.31,36.86,Red,Oilseed,79,Low,7.8,Sesame
44,35,20,32.95,46.37,6.97,50.07,Red,Oilseed,87,Low,7.8,Sesame
30,26,26,33.89,46.85,6.55,42.01,Red,Oilseed,84,Low,7.3,Sesame
47,30,27,28.42,52.95,7.16,49.05,Sandy,Oilseed,85,Low,8.0,Sesame
37,25,22,32.13,61.04,5.98,51.16,Sandy,Oilseed,83,Low,9.3,Sesame
40,29,22,25.17,55.8,6.78,51.02,Red,Oilseed,82,Low,8.4,Sesame
43,33,21,27.42,45.05,6.7,55.07,Red,Oilseed,83,Low,8.1,Sesame
67,51,65,27.61,79.28,6.19,131.87,Loamy,Spice,255,High,6.2,Turmeric
63,36,59,25.94,75.52,6.4,146.22,Loamy,Spice,272,High,6.1,Turmeric
74,37,68,25.51,77.62,6.44,166.24,Loamy,Spice,282,High,7.6,Turmeric
74,39,57,25.71,83.94,5.65,133.62,Loamy,Spice,267,High,6.0,Turmeric
67,49,58,26.91,71.37,5.76,168.65,Loamy,Spice,292,High,6.6,Turmeric
67,42,47,26.5,73.82,6.52,106.15,Red,Spice,261,High,6.5,Turmeric
64,38,64,25.95,74.28,6.58,155.02,Red,Spice,273,High,6.0,Turmeric
52,35,54,24.65,74.63,6.25,167.62,Red,Spice,284,High,7.0,Turmeric
63,40,67,22.51,83.39,5.8,155.88,Loamy,Spice,275,High,6.6,Turmeric
85,38,51,26.78,77.32,6.42,167.64,Loamy,Spice,269,High,6.8,Turmeric
71,48,58,24.49,81.52,5.83,157.84,Loamy,Spice,267,High,6.4,Turmeric
87,46,65,27.17,75.23,6.3,161.67,Clayey,Spice,272,High,6.6,Turmeric
67,41,57,27.55,69.94,6.74,123.77,Clayey,Spice,255,High,6.7,Turmeric
73,50,61,25.91,78.77,6.84,198.49,Clayey,Spice,267,High,6.8,Turmeric
69,39,69,23.96,68.66,6.33,174.02,Clayey,Spice,272,High,6.8,Turmeric
75,40,62,27.19,70.17,6.25,118.54,Red,Spice,269,High,6.2,Turmeric
77,41,62,25.58,82.21,5.56,132.09,Loamy,Spice,287,High,6.2,Turmeric
54,47,65,27.56,78.38,6.86,175.17,Red,Spice,290,High,6.9,Turmeric
70,38,53,27.1,80.34,6.06,162.27,Loamy,Spice,265,High,7.0,Turmeric
63,34,58,27.82,73.36,6.62,117.15,Red,Spice,266,High,5.7,Turmeric
51,41,59,22.93,75.93,6.38,142.64,Clayey,Spice,267,High,6.3,Turmeric
65,37,56,24.34,73.93,6.05,137.2,Red,Spice,255,High,7.0,Turmeric
78,39,60,24.48,82.27,6.9,146.72,Red,Spice,262,High,6.7,Turmeric
70,37,62,28.06,74.86,7.22,119.34,Loamy,Spice,258,High,6.6,Turmeric
85,37,54,27.21,77.01,6.47,148.58,Clayey,Spice,258,High,7.9,Turmeric
49,49,64,24.36,85.49,5.65,170.16,Red,Spice,241,High,5.8,Turmeric
61,36,60,24.18,69.85,6.39,150.98,Loamy,Spice,275,High,6.6,Turmeric
76,39,65,24.29,75.13,6.75,177.11,Clayey,Spice,277,High,6.0,Turmeric
63,46,66,25.86,87.37,6.38,127.86,Clayey,Spice,266,High,6.5,Turmeric
70,46,55,23.07,80.41,6.0,198.47,Loamy,Spice,282,High,6.2,Turmeric
78,43,63,25.73,79.68,5.36,176.34,Loamy,Spice,223,High,6.2,Turmeric
58,37,59,23.37,66.9,6.28,191.73,Loamy,Spice,265,High,7.1,Turmeric
80,30,57,23.19,74.77,6.88,154.47,Clayey,Spice,280,High,6.5,Turmeric
61,43,66,26.7,79.96,5.71,164.14,Loamy,Spice,288,High,6.7,Turmeric
57,48,55,26.85,81.81,6.63,114.0,Red,Spice,271,High,6.5,Turmeric
80,42,67,27.19,77.7,6.28,180.47,Loamy,Spice,252,High,7.0,Turmeric
65,35,65,24.06,79.51,6.0,102.86,Red,Spice,276,High,6.6,Turmeric
56,36,50,27.61,83.55,6.54,169.78,Red,Spice,263,High,6.8,Turmeric
69,40,64,28.59,76.44,5.64,146.25,Red,Spice,267,High,6.7,Turmeric
75,30,56,23.88,83.0,6.12,139.74,Red,Spice,277,High,6.1,Turmeric
69,49,68,25.1,77.27,5.95,111.48,Loamy,Spice,283,High,8.0,Turmeric
66,35,58,26.19,73.46,6.02,170.3,Clayey,Spice,271,High,7.3,Turmeric
72,34,57,26.55,73.51,5.7,126.16,Red,Spice,276,High,6.3,Turmeric
78,35,47,25.71,84.59,6.21,122.56,Loamy,Spice,248,High,7.2,Turmeric
64,47,63,24.31,82.67,5.83,121.05,Red,Spice,258,High,7.0,Turmeric
77,38,50,22.58,73.73,5.68,155.31,Loamy,Spice,296,High,7.0,Turmeric
62,36,57,26.86,84.29,6.01,180.78,Red,Spice,298,High,6.3,Turmeric
67,38,60,25.21,81.54,5.58,139.31,Clayey,Spice,274,High,7.0,Turmeric
85,33,56,21.01,73.56,5.49,139.57,Red,Spice,266,High,6.8,Turmeric
67,42,60,23.73,71.25,6.43,182.93,Clayey,Spice,304,High,7.1,Turmeric
80,42,61,26.24,77.58,6.44,139.59,Clayey,Spice,268,High,5.8,Turmeric
73,35,60,27.1,80.34,6.51,145.73,Loamy,Spice,276,High,6.2,Turmeric
56,42,61,28.23,77.9,5.56,148.17,Red,Spice,281,High,6.8,Turmeric
68,31,54,27.05,71.34,6.07,150.77,Red,Spice,285,High,6.9,Turmeric
76,41,55,24.65,74.27,6.44,136.12,Clayey,Spice,264,High,6.5,Turmeric
81,43,56,26.33,84.61,6.45,118.03,Red,Spice,257,High,5.9,Turmeric
80,46,56,24.58,78.18,6.23,130.75,Loamy,Spice,266,High,5.6,Turmeric
78,31,51,26.96,73.05,6.0,151.26,Clayey,Spice,279,High,6.4,Turmeric
82,39,65,26.61,86.52,6.62,150.87,Clayey,Spice,278,High,6.3,Turmeric
68,33,55,30.53,73.18,5.94,148.13,Loamy,Spice,269,High,6.7,Turmeric
66,42,65,28.79,76.93,6.44,127.08,Loamy,Spice,260,High,5.8,Turmeric
69,35,52,25.15,71.09,6.73,138.85,Loamy,Spice,283,High,6.2,Turmeric
61,45,60,30.15,76.13,6.02,170.1,Red,Spice,283,High,6.6,Turmeric
93,38,53,23.79,76.9,6.81,146.27,Loamy,Spice,291,High,6.8,Turmeric
77,41,61,27.66,75.73,5.98,156.99,Loamy,Spice,296,High,5.6,Turmeric
55,38,65,26.11,73.32,6.23,115.34,Clayey,Spice,278,High,6.3,Turmeric
69,42,61,24.81,82.13,6.52,114.51,Red,Spice,266,High,5.9,Turmeric
61,42,57,25.69,75.32,6.35,163.57,Clayey,Spice,299,High,6.4,Turmeric
59,37,64,24.3,72.07,5.9,139.33,Clayey,Spice,255,High,6.6,Turmeric
69,43,57,27.23,76.03,5.75,139.14,Loamy,Spice,248,High,7.6,Turmeric
50,26,68,22.59,87.02,6.03,212.69,Red,Spice,370,High,4.7,Black Pepper
42,23,69,28.91,80.66,5.64,234.47,Laterite,Spice,335,High,6.6,Black Pepper
56,32,74,28.75,83.02,6.07,198.68,Loamy,Spice,373,High,6.3,Black Pepper
33,31,73,23.92,82.99,5.18,219.92,Red,Spice,363,High,4.9,Black Pepper
56,28,71,29.37,78.79,5.5,197.62,Loamy,Spice,360,High,6.8,Black Pepper
52,31,72,27.77,75.61,6.42,173.39,Loamy,Spice,396,High,5.9,Black Pepper
51,28,83,28.09,82.06,5.29,193.62,Red,Spice,365,High,4.9,Black Pepper
54,27,75,28.77,81.81,5.73,225.76,Laterite,Spice,338,High,6.5,Black Pepper
48,32,73,22.52,79.7,5.84,211.56,Laterite,Spice,377,High,5.6,Black Pepper
57,30,77,25.24,81.55,5.26,219.72,Loamy,Spice,359,High,5.4,Black Pepper
45,28,69,23.36,73.94,5.52,140.77,Laterite,Spice,361,High,5.3,Black Pepper
53,27,77,28.53,76.71,5.39,248.18,Red,Spice,352,High,5.5,Black Pepper
58,27,75,25.36,71.89,5.99,220.97,Red,Spice,374,High,4.8,Black Pepper
43,34,71,26.79,82.77,6.1,228.09,Laterite,Spice,356,High,4.7,Black Pepper
53,26,64,29.37,85.05,5.65,179.04,Laterite,Spice,397,High,6.1,Black Pepper
48,27,70,26.14,89.74,5.35,183.3,Loamy,Spice,393,High,5.2,Black Pepper
54,32,69,25.25,81.83,5.03,209.41,Red,Spice,379,High,6.5,Black Pepper
43,28,67,27.49,76.67,5.13,167.7,Laterite,Spice,338,High,5.1,Black Pepper
60,31,70,29.42,83.34,5.69,198.17,Laterite,Spice,353,High,4.7,Black Pepper
46,28,71,26.93,80.72,5.14,219.98,Laterite,Spice,355,High,5.7,Black Pepper
38,31,73,28.12,81.31,5.87,178.18,Loamy,Spice,363,High,5.4,Black Pepper
56,21,64,30.15,73.49,5.83,192.49,Red,Spice,369,High,6.3,Black Pepper
51,35,67,26.35,84.75,5.32,224.93,Loamy,Spice,386,High,6.0,Black Pepper
40,28,71,26.56,82.28,5.62,196.84,Red,Spice,361,High,4.8,Black Pepper
47,23,70,26.65,78.79,6.21,203.86,Red,Spice,370,High,5.1,Black Pepper
47,31,68,27.01,84.82,5.29,176.7,Loamy,Spice,337,High,6.4,Black Pepper
55,32,67,24.6,81.01,5.46,181.71,Laterite,Spice,338,High,4.5,Black Pepper
53,25,71,26.28,84.06,5.63,204.2,Loamy,Spice,367,High,5.4,Black Pepper
46,33,67,26.84,77.05,5.61,194.74,Laterite,Spice,356,High,5.0,Black Pepper
49,21,73,26.93,80.36,4.88,220.83,Loamy,Spice,353,High,6.3,Black Pepper
52,36,70,28.94,83.62,5.32,214.68,Laterite,Spice,349,High,6.7,Black Pepper
49,30,71,25.04,86.62,5.09,178.71,Loamy,Spice,361,High,4.7,Black Pepper
59,29,53,27.36,83.94,5.33,176.1,Red,Spice,363,High,5.2,Black Pepper
44,25,70,28.63,83.62,4.81,225.39,Laterite,Spice,379,High,6.3,Black Pepper
44,29,72,26.05,83.93,5.49,188.84,Loamy,Spice,351,High,6.2,Black Pepper
44,25,71,26.94,77.41,5.29,189.58,Loamy,Spice,353,High,7.0,Black Pepper
48,26,80,28.6,84.54,5.17,239.79,Laterite,Spice,379,High,5.6,Black Pepper
39,29,78,27.4,80.68,5.41,206.02,Red,Spice,350,High,5.5,Black Pepper
58,35,66,29.3,84.66,5.75,220.8,Loamy,Spice,348,High,5.3,Black Pepper
54,25,64,27.55,79.24,5.83,191.14,Laterite,Spice,369,High,5.7,Black Pepper
47,29,66,26.97,78.63,5.41,228.71,Laterite,Spice,344,High,5.2,Black Pepper
53,21,79,28.88,76.62,4.66,210.74,Red,Spice,344,High,6.1,Black Pepper
52,30,67,29.88,84.64,5.74,240.0,Red,Spice,346,High,6.3,Black Pepper
48,31,69,23.62,85.35,4.77,185.84,Red,Spice,356,High,4.3,Black Pepper
43,30,68,26.52,78.8,5.52,201.87,Red,Spice,335,High,5.4,Black Pepper
42,33,68,31.54,85.38,5.45,224.49,Loamy,Spice,326,High,6.1,Black Pepper
45,30,66,25.88,81.37,5.53,209.33,Loamy,Spice,364,High,4.5,Black Pepper
63,30,72,26.39,78.94,5.56,217.23,Red,Spice,388,High,6.7,Black Pepper
58,22,67,27.6,80.6,5.48,156.37,Red,Spice,381,High,4.4,Black Pepper
40,25,69,24.08,78.29,5.96,207.19,Red,Spice,372,High,4.8,Black Pepper
49,29,66,26.91,75.38,5.68,200.01,Red,Spice,360,High,6.0,Black Pepper
52,28,64,29.39,77.31,5.75,170.07,Laterite,Spice,381,High,6.1,Black Pepper
38,31,71,28.27,83.28,5.12,204.57,Laterite,Spice,395,High,4.8,Black Pepper
51,34,65,24.45,77.57,5.66,178.13,Laterite,Spice,362,High,6.3,Black Pepper
49,26,70,26.88,83.58,6.15,219.92,Laterite,Spice,402,High,5.8,Black Pepper
45,39,69,25.1,90.13,5.21,190.69,Loamy,Spice,354,High,5.6,Black Pepper
55,19,74,26.0,80.55,6.19,215.33,Laterite,Spice,373,High,5.5,Black Pepper
54,36,57,28.95,87.41,5.7,193.07,Laterite,Spice,343,High,6.9,Black Pepper
44,36,71,30.68,80.89,4.86,210.05,Laterite,Spice,337,High,7.1,Black Pepper
53,33,73,25.75,81.54,5.54,258.6,Laterite,Spice,343,High,5.1,Black Pepper
47,27,62,22.13,75.61,5.94,209.79,Red,Spice,380,High,5.2,Black Pepper
49,36,77,28.7,82.71,5.71,219.27,Red,Spice,361,High,5.3,Black Pepper
56,24,77,26.5,77.4,5.28,188.14,Red,Spice,354,High,5.1,Black Pepper
46,28,69,28.37,81.14,5.63,210.19,Red,Spice,374,High,5.5,Black Pepper
46,26,71,29.29,81.2,5.22,203.6,Laterite,Spice,354,High,5.1,Black Pepper
41,29,71,25.05,78.93,5.12,175.33,Loamy,Spice,347,High,5.4,Black Pepper
41,29,66,25.33,83.32,5.24,198.25,Red,Spice,388,High,4.9,Black Pepper
59,28,64,26.0,82.24,6.0,229.97,Laterite,Spice,366,High,6.3,Black Pepper
38,30,71,27.58,76.36,5.09,205.84,Red,Spice,385,High,6.6,Black Pepper
46,24,74,31.71,85.87,5.2,281.53,Red,Spice,377,High,5.0,Black Pepper
54,31,61,20.95,87.93,5.31,220.97,Loamy,Spice,385,High,3.1,Cardamom
46,33,61,17.99,80.09,4.98,252.26,Loamy,Spice,380,High,4.4,Cardamom
37,38,71,21.57,85.09,4.95,261.4,Laterite,Spice,342,High,4.8,Cardamom
36,33,67,19.44,89.57,4.81,199.5,Laterite,Spice,373,High,4.9,Cardamom
46,38,56,18.57,93.47,5.81,235.84,Laterite,Spice,362,High,5.1,Cardamom
47,28,69,17.77,90.28,4.65,259.98,Loamy,Spice,359,High,3.8,Cardamom
41,33,64,22.14,88.21,4.43,189.26,Laterite,Spice,415,High,4.6,Cardamom
49,33,59,18.54,88.38,5.12,267.96,Laterite,Spice,353,High,3.9,Cardamom
49,38,65,18.3,82.3,5.79,241.71,Loamy,Spice,356,High,4.5,Cardamom
43,41,59,18.26,85.85,5.42,221.4,Laterite,Spice,368,High,4.0,Cardamom
52,33,70,25.78,85.38,5.44,216.71,Laterite,Spice,402,High,4.3,Cardamom
46,35,64,21.01,88.28,5.49,225.34,Laterite,Spice,353,High,4.3,Cardamom
47,37,71,23.22,86.44,5.35,215.16,Loamy,Spice,344,High,4.8,Cardamom
48,30,63,18.56,83.47,5.29,191.37,Loamy,Spice,367,High,4.7,Cardamom
46,36,72,17.88,85.72,5.56,216.7,Laterite,Spice,385,High,4.8,Cardamom
54,34,57,20.18,87.78,5.51,236.57,Loamy,Spice,355,High,3.9,Cardamom
44,25,65,18.69,90.59,4.51,220.16,Loamy,Spice,393,High,4.9,Cardamom
49,36,56,19.83,89.23,4.87,216.84,Laterite,Spice,312,High,4.3,Cardamom
42,40,61,18.97,87.76,5.06,237.99,Laterite,Spice,328,High,5.2,Cardamom
44,40,51,14.63,87.12,5.5,206.13,Loamy,Spice,375,High,5.1,Cardamom
48,35,65,18.27,87.83,4.89,200.38,Loamy,Spice,374,High,4.2,Cardamom
41,36,66,19.07,87.55,5.47,244.22,Laterite,Spice,368,High,3.8,Cardamom
43,33,59,20.5,89.72,5.59,195.23,Laterite,Spice,367,High,4.5,Cardamom
46,35,64,19.23,91.32,4.96,215.67,Loamy,Spice,384,High,4.0,Cardamom
41,37,57,20.82,86.53,5.46,189.48,Laterite,Spice,386,High,3.8,Cardamom
48,30,74,19.36,93.85,4.97,208.93,Laterite,Spice,387,High,3.6,Cardamom
41,36,59,20.54,88.51,4.69,244.19,Laterite,Spice,341,High,5.0,Cardamom
45,33,59,20.16,85.38,5.78,251.11,Laterite,Spice,394,High,4.7,Cardamom
42,33,63,20.0,89.31,5.79,220.5,Laterite,Spice,339,High,4.3,Cardamom
52,28,68,18.72,85.35,5.46,259.02,Laterite,Spice,371,High,4.3,Cardamom
38,34,58,18.88,87.81,4.36,254.71,Laterite,Spice,342,High,4.4,Cardamom
47,40,61,14.48,91.24,4.8,228.99,Laterite,Spice,372,High,3.0,Cardamom
36,33,52,16.82,88.37,5.26,227.57,Loamy,Spice,373,High,3.5,Cardamom
38,38,72,17.57,88.78,5.62,225.94,Loamy,Spice,360,High,4.1,Cardamom
54,35,66,20.15,85.56,5.32,211.94,Laterite,Spice,358,High,4.7,Cardamom
40,30,67,18.44,86.96,4.53,244.08,Loamy,Spice,374,High,4.9,Cardamom
46,28,66,18.28,85.11,5.5,261.46,Laterite,Spice,392,High,4.9,Cardamom
44,34,60,18.96,90.73,6.03,199.59,Laterite,Spice,328,High,4.2,Cardamom
49,43,71,22.07,85.45,4.97,186.9,Laterite,Spice,352,High,5.0,Cardamom
53,36,63,17.37,87.66,5.38,183.42,Laterite,Spice,381,High,4.2,Cardamom
49,34,66,18.1,86.97,5.56,216.71,Loamy,Spice,344,High,4.6,Cardamom
46,40,70,19.37,86.36,5.21,206.91,Laterite,Spice,374,High,5.1,Cardamom
51,33,62,18.66,82.2,4.82,219.14,Laterite,Spice,371,High,4.8,Cardamom
41,33,63,18.74,90.06,4.78,191.27,Loamy,Spice,359,High,3.7,Cardamom
35,29,63,20.76,89.95,5.94,222.54,Laterite,Spice,369,High,4.3,Cardamom
43,43,66,20.2,84.56,5.46,236.46,Laterite,Spice,385,High,4.9,Cardamom
44,34,64,19.71,91.8,5.73,238.82,Loamy,Spice,402,High,3.0,Cardamom
42,34,61,17.64,82.85,5.18,242.35,Laterite,Spice,379,High,4.0,Cardamom
46,40,57,19.18,88.86,5.3,241.27,Laterite,Spice,337,High,3.9,Cardamom
48,28,69,20.4,90.23,5.11,232.75,Loamy,Spice,343,High,4.3,Cardamom
45,31,66,17.21,88.81,6.0,188.58,Loamy,Spice,364,High,3.5,Cardamom
40,37,62,20.98,89.07,5.27,194.26,Loamy,Spice,377,High,4.7,Cardamom
37,31,51,16.77,87.06,4.88,199.21,Laterite,Spice,390,High,5.1,Cardamom
41,38,71,20.74,88.9,5.74,239.24,Loamy,Spice,342,High,4.4,Cardamom
42,39,62,18.0,91.08,5.4,272.79,Loamy,Spice,349,High,4.2,Cardamom
50,29,71,17.09,89.83,4.56,221.13,Laterite,Spice,340,High,5.7,Cardamom
39,31,67,18.3,90.1,5.02,200.3,Loamy,Spice,364,High,3.8,Cardamom
46,38,67,20.79,82.23,5.12,214.32,Laterite,Spice,391,High,4.2,Cardamom
33,30,61,15.19,90.91,4.67,231.15,Laterite,Spice,345,High,5.4,Cardamom
43,33,67,17.49,89.73,5.11,205.13,Loamy,Spice,363,High,3.8,Cardamom
44,36,53,21.68,90.45,4.56,169.74,Loamy,Spice,380,High,5.0,Cardamom
48,29,74,17.99,88.72,5.4,259.82,Loamy,Spice,367,High,4.7,Cardamom
44,30,53,19.57,83.76,5.44,223.72,Laterite,Spice,367,High,3.9,Cardamom
50,36,59,23.64,87.37,4.77,201.04,Laterite,Spice,337,High,5.3,Cardamom
50,37,67,22.0,87.27,5.47,199.7,Laterite,Spice,362,High,4.8,Cardamom
29,32,65,19.34,86.64,5.54,202.31,Loamy,Spice,342,High,5.2,Cardamom
50,32,64,21.19,88.13,5.51,231.89,Loamy,Spice,359,High,4.8,Cardamom
40,36,64,18.78,84.26,5.35,220.96,Loamy,Spice,349,High,3.5,Cardamom
36,33,66,23.2,87.86,4.65,214.83,Loamy,Spice,387,High,4.1,Cardamom
50,35,68,23.22,82.49,5.66,217.63,Laterite,Spice,347,High,4.4,Cardamom
43,30,13,20.08,45.77,7.39,34.89,Sandy,Spice,96,Low,8.1,Cumin
28,18,16,19.68,38.96,7.06,41.12,Loamy,Spice,100,Low,9.4,Cumin
32,26,21,19.76,40.69,7.2,37.23,Loamy,Spice,104,Low,8.1,Cumin
35,26,25,22.17,42.04,7.57,29.3,Sandy,Spice,95,Low,8.3,Cumin
40,29,14,23.67,33.26,7.58,37.4,Loamy,Spice,95,Low,9.1,Cumin
43,24,20,25.7,37.49,6.96,29.96,Sandy,Spice,105,Low,8.5,Cumin
32,23,18,20.77,38.93,7.1,22.99,Sandy,Spice,103,Low,7.3,Cumin
38,22,19,21.07,41.02,7.91,26.89,Sandy,Spice,96,Low,8.6,Cumin
32,26,22,19.23,44.41,6.99,35.45,Loamy,Spice,98,Low,8.6,Cumin
34,20,15,23.88,40.19,7.8,31.74,Loamy,Spice,111,Low,7.9,Cumin
42,25,21,19.49,44.92,7.71,33.05,Loamy,Spice,93,Low,7.8,Cumin
29,26,18,20.89,39.73,7.99,35.27,Loamy,Spice,106,Low,8.1,Cumin
34,21,21,19.13,44.98,7.11,40.69,Loamy,Spice,115,Low,8.5,Cumin
41,28,15,22.28,44.0,7.64,36.07,Loamy,Spice,105,Low,8.5,Cumin
35,20,19,18.37,40.01,7.16,31.07,Loamy,Spice,99,Low,8.7,Cumin
33,23,15,21.26,46.58,7.86,37.24,Loamy,Spice,103,Low,8.8,Cumin
31,23,17,24.27,45.12,7.39,45.39,Sandy,Spice,107,Low,8.7,Cumin
36,19,17,21.86,41.81,7.64,30.99,Sandy,Spice,105,Low,8.6,Cumin
35,25,15,16.35,38.23,7.19,27.93,Loamy,Spice,104,Low,9.2,Cumin
38,26,22,19.69,40.17,7.65,32.15,Sandy,Spice,102,Low,9.6,Cumin
35,32,14,20.42,43.64,7.44,22.67,Sandy,Spice,103,Low,10.0,Cumin
36,27,18,22.61,41.95,7.85,41.52,Loamy,Spice,107,Low,8.5,Cumin
26,18,20,24.19,47.33,7.04,25.94,Sandy,Spice,109,Low,8.0,Cumin
27,23,18,25.3,45.46,7.11,43.39,Loamy,Spice,105,Low,9.1,Cumin
41,23,21,20.98,45.72,7.44,40.76,Loamy,Spice,113,Low,8.8,Cumin
34,24,11,20.22,45.73,7.79,30.59,Sandy,Spice,105,Low,8.4,Cumin
38,33,22,20.32,41.69,7.96,26.55,Sandy,Spice,101,Low,8.9,Cumin
41,27,18,23.34,43.66,7.54,34.42,Sandy,Spice,105,Low,8.0,Cumin
47,25,21,21.46,45.38,6.88,24.53,Sandy,Spice,104,Low,9.7,Cumin
41,21,21,20.41,43.71,7.6,40.56,Sandy,Spice,96,Low,7.7,Cumin
